RS113;Gambling Activities
CC;Manufacturing
CC51;Petroleum and Coal Product Manufacturing
CC522;Fertiliser and Pesticide Manufacturing
LL112;Non-Financial Asset Leasing
LL11;Rental and Hiring Services (except Real Estate)
FF114;Grocery, Liquor and Tobacco Product Wholesaling
RS112;Sport and Recreation Activities
LL12;Property Operators and Real Estate Services
EE11;Building Construction
RS214;Civil, Professional and Other Interest Groups
GH133;Department Stores
DD12;Water, Sewerage, Drainage and Waste Services
AA211;Forestry and Logging
CC212;Clothing, Knitted Products and Footwear Manufacturing
LL;Rental, Hiring and Real Estate Services
AA111;Horticulture and Fruit Growing
KK11;Finance
EE131;Construction Services
GH13;Other Store-Based Retailing and Non Store Retailing
AA12;Sheep, Beef Cattle and Grain Farming
CC911;Furniture Manufacturing
II131;Postal and Courier Pick Up and Delivery Services
QQ111;Hospitals
CC911;Furniture Manufacturing
ZZ11;Food Product Manufacturing
GH212;Food and Beverage Services
KK11;Finance
PP;Education and Training
KK111;Banking and Financing
AA13;Dairy Cattle Farming
MN21;Administrative and Support Services
PP111;Preschool Education
JJ;Information Media and Telecommunications
CC53;Polymer Product and Rubber Product Manufacturing
CC711;Primary Metal and Metal Product Manufacturing
CC52;Basic Chemical and Chemical Product Manufacturing
CC31;Wood Product Manufacturing
CC321;Pulp, Paper and Converted Paper Product Manufacturing
CC912;Other Manufacturing
MN111;Scientific, Architectural and Engineering Services
CC151;Beverage and Tobacco Product Manufacturing
RS11;Arts and Recreation Services
MN111;Scientific, Architectural and Engineering Services
KK122;Health and General Insurance
RS11;Arts and Recreation Services
CC721;Fabricated Metal Product Manufacturing
CC411;Printing
PP114;Adult, Community and Other Education
GH133;Department Stores
CC911;Furniture Manufacturing
KK11;Finance
LL;Rental, Hiring and Real Estate Services
MN11;Professional, Scientific and Technical Services
FF112;Machinery and Equipment Wholesaling
EE112;Residential Building Construction
MN213;Building Cleaning, Pest Control and Other Support Services
CC21;Textile, Leather, Clothing and Footwear Manufacturing
CC31;Wood Product Manufacturing
FF112;Machinery and Equipment Wholesaling
OO;Public Order, Safety and Regulatory Services
GH13;Other Store-Based Retailing and Non Store Retailing
QQ113;Residential Care Services and Social Assistance
MN11;Professional, Scientific and Technical Services
AA12;Sheep, Beef Cattle and Grain Farming
FF114;Grocery, Liquor and Tobacco Product Wholesaling
EE131;Construction Services
RS;Arts, Recreation and Other Services
CC321;Pulp, Paper and Converted Paper Product Manufacturing
JJ;Information Media and Telecommunications
II13;Postal, Courier, Transport Support, and Warehousing Services
EE121;Heavy and Civil Engineering Construction
KK111;Banking and Financing
RS211;Repair and Maintenance
LL122;Non-Residential Property Operation
II111;Road Transport
LL122;Non-Residential Property Operation
CC21;Textile, Leather, Clothing and Footwear Manufacturing
II12;Rail, Water, Air and Other Transport
OO;Public Order, Safety and Regulatory Services
DD;Electricity, Gas, Water and Waste Services
MN21;Administrative and Support Services
II11;Road Transport
CC;Manufacturing
CC531;Polymer Product and Rubber Product Manufacturing
EE112;Residential Building Construction
GH21;Accommodation and Food Services
CC15;Beverage and Tobacco Product Manufacturing
CC52;Basic Chemical and Chemical Product Manufacturing
PP;Education and Training
RS211;Repair and Maintenance
CC822;Machinery Manufacturing
CC721;Fabricated Metal Product Manufacturing
CC15;Beverage and Tobacco Product Manufacturing
CC611;Non-Metallic Mineral Product Manufacturing
KK13;Auxiliary Finance and Insurance Services
MN112;Legal and Accounting Services
CC52;Basic Chemical and Chemical Product Manufacturing
LL;Rental, Hiring and Real Estate Services
PP112;School Education
QQ112;Medical and Other Health Care Services
LL112;Non-Financial Asset Leasing
GH135;Non-Store and Commission Based Retailing
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
MN213;Building Cleaning, Pest Control and Other Support Services
KK;Financial and Insurance Services
99999;All industries
AA14;Poultry, Deer and Other Livestock Farming
EE121;Heavy and Civil Engineering Construction
MN211;Travel Agency and Tour Arrangement Services
CC531;Polymer Product and Rubber Product Manufacturing
II133;Warehousing and Storage Services
KK12;Insurance
PP112;School Education
CC522;Fertiliser and Pesticide Manufacturing
CC71;Primary Metal and Metal Product Manufacturing
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
OO213;Public Order, Safety and Regulatory Services
CC811;Transport Equipment Manufacturing
OO;Public order, safety and regulatory services
CC811;Transport Equipment Manufacturing
CC711;Primary Metal and Metal Product Manufacturing
DD11;Electricity and Gas Supply
ZZ11;Food Product Manufacturing
AA13;Dairy Cattle Farming
AA;Agriculture, Forestry and Fishing
CC91;Furniture and Other Manufacturing
GH134;Pharmaceutical and Other Store Based Retailing
LL12;Property Operators and Real Estate Services
KK11;Finance
CC32;Pulp, Paper and Converted Paper Product Manufacturing
II11;Road Transport
II13;Postal, Courier, Transport Support, and Warehousing Services
CC61;Non-Metallic Mineral Product Manufacturing
AA14;Poultry, Deer and Other Livestock Farming
CC611;Non-Metallic Mineral Product Manufacturing
EE113;Non-Residential Building Construction
JJ;Information Media and Telecommunications
II12;Rail, Water, Air and Other Transport
JJ12;Telecommunications, Internet and Library Services
FF116;Commission Based Wholesaling
KK112;Financial Asset Investing
CC53;Polymer Product and Rubber Product Manufacturing
KK122;Health and General Insurance
QQ;Health Care and Social Assistance
GH21;Accommodation and Food Services
CC15;Beverage and Tobacco Product Manufacturing
PP113;Tertiary Education
LL123;Real Estate Services
MN211;Travel Agency and Tour Arrangement Services
PP;Education and Training
CC411;Printing
CC822;Machinery Manufacturing
FF112;Machinery and Equipment Wholesaling
RS21;Other Services
MN115;Computer System Design and Related Services
EE;Construction
FF115;Other Goods Wholesaling
MN11;Professional, Scientific and Technical Services
GH211;Accommodation
CC522;Fertiliser and Pesticide Manufacturing
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
KK111;Banking and Financing
QQ113;Residential Care Services and Social Assistance
CC;Manufacturing
EE113;Non-Residential Building Construction
KK13;Auxiliary Finance and Insurance Services
CC721;Fabricated Metal Product Manufacturing
RS111;Heritage and Artistic Activities
CC911;Furniture Manufacturing
RS112;Sport and Recreation Activities
PP112;School Education
II133;Warehousing and Storage Services
CC811;Transport Equipment Manufacturing
AA;Agriculture, Forestry and Fishing
AA141;Poultry, Deer and Other Livestock Farming
GH13;Other Store-Based Retailing and Non Store Retailing
CC91;Furniture and Other Manufacturing
AA13;Dairy Cattle Farming
CC41;Printing
PP112;School Education
AA131;Dairy Cattle Farming
AA13;Dairy Cattle Farming
GH21;Accommodation and Food Services
II;Transport, Postal and Warehousing
EE13;Construction Services
CC411;Printing
AA14;Poultry, Deer and Other Livestock Farming
JJ11;Information Media Services
EE121;Heavy and Civil Engineering Construction
CC411;Printing
CC522;Fertiliser and Pesticide Manufacturing
PP113;Tertiary Education
RS214;Civil, Professional and Other Interest Groups
RS;Arts, Recreation and Other Services
MN11;Professional, Scientific and Technical Services
CC522;Fertiliser and Pesticide Manufacturing
RS;Arts, Recreation and Other Services
CC721;Fabricated Metal Product Manufacturing
GH21;Accommodation and Food Services
PP111;Preschool Education
CC911;Furniture Manufacturing
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
II12;Rail, Water, Air and Other Transport
CC72;Fabricated Metal Product Manufacturing
99999;All industries
II131;Postal and Courier Pick Up and Delivery Services
II133;Warehousing and Storage Services
EE11;Building Construction
EE12;Heavy and Civil Engineering Construction
II111;Road Transport
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
RS113;Gambling Activities
GH131;Furniture, Electrical and Hardware Retailing
MN21;Administrative and Support Services
FF114;Grocery, Liquor and Tobacco Product Wholesaling
AA13;Dairy Cattle Farming
CC151;Beverage and Tobacco Product Manufacturing
JJ11;Information Media Services
QQ112;Medical and Other Health Care Services
LL122;Non-Residential Property Operation
ZZ11;Food Product Manufacturing
CC71;Primary Metal and Metal Product Manufacturing
RS112;Sport and Recreation Activities
CC411;Printing
AA111;Horticulture and Fruit Growing
DD11;Electricity and Gas Supply
AA111;Horticulture and Fruit Growing
EE;Construction
OO213;Public Order, Safety and Regulatory Services
CC721;Fabricated Metal Product Manufacturing
CC81;Transport Equipment Manufacturing
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
GH21;Accommodation and Food Services
CC41;Printing
CC71;Primary Metal and Metal Product Manufacturing
LL12;Property Operators and Real Estate Services
99999;All industries
MN211;Travel Agency and Tour Arrangement Services
EE13;Construction Services
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
RS21;Other Services
II12;Rail, Water, Air and Other Transport
KK121;Life Insurance
AA11;Horticulture and Fruit Growing
AA141;Poultry, Deer and Other Livestock Farming
GH13;Other Store-Based Retailing and Non Store Retailing
RS112;Sport and Recreation Activities
MN21;Administrative and Support Services
LL12;Property Operators and Real Estate Services
CC212;Clothing, Knitted Products and Footwear Manufacturing
MN;Professional, Scientific, Technical, Administrative and Support Services
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
EE;Construction
CC81;Transport Equipment Manufacturing
EE121;Heavy and Civil Engineering Construction
FF116;Commission Based Wholesaling
KK11;Finance
MN;Professional, Scientific, Technical, Administrative and Support Services
CC711;Primary Metal and Metal Product Manufacturing
MN213;Building Cleaning, Pest Control and Other Support Services
GH133;Department Stores
EE12;Heavy and Civil Engineering Construction
EE12;Heavy and Civil Engineering Construction
OO;Public order, safety and regulatory services
EE11;Building Construction
AA13;Dairy Cattle Farming
BB;Mining
II111;Road Transport
II13;Postal, Courier, Transport Support, and Warehousing Services
CC912;Other Manufacturing
II13;Postal, Courier, Transport Support, and Warehousing Services
CC41;Printing
CC91;Furniture and Other Manufacturing
JJ;Information Media and Telecommunications
PP114;Adult, Community and Other Education
CC811;Transport Equipment Manufacturing
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
DD;Electricity, Gas, Water and Waste Services
II12;Rail, Water, Air and Other Transport
JJ;Information Media and Telecommunications
CC321;Pulp, Paper and Converted Paper Product Manufacturing
CC81;Transport Equipment Manufacturing
EE131;Construction Services
CC71;Primary Metal and Metal Product Manufacturing
AA;Agriculture, Forestry and Fishing
CC911;Furniture Manufacturing
CC822;Machinery Manufacturing
CC41;Printing
RS113;Gambling Activities
II133;Warehousing and Storage Services
FF114;Grocery, Liquor and Tobacco Product Wholesaling
DD;Electricity, Gas, Water and Waste Services
KK131;Auxiliary Finance and Insurance Services
CC;Manufacturing
RS21;Other Services
CC51;Petroleum and Coal Product Manufacturing
OO21;Public Order, Safety and Regulatory Services
CC31;Wood Product Manufacturing
CC321;Pulp, Paper and Converted Paper Product Manufacturing
ZZ11;Food product manufacturing
MN112;Legal and Accounting Services
MN11;Professional, Scientific and Technical Services
CC721;Fabricated Metal Product Manufacturing
QQ113;Residential Care Services and Social Assistance
CC911;Furniture Manufacturing
RS212;Personal Care, Funeral and Other Personal Services
DD;Electricity, Gas, Water and Waste Services
AA131;Dairy Cattle Farming
DD12;Water, Sewerage, Drainage and Waste Services
LL111;Rental and Hiring Services (except Real Estate)
EE11;Building Construction
CC81;Transport Equipment Manufacturing
CC811;Transport Equipment Manufacturing
AA111;Horticulture and Fruit Growing
LL122;Non-Residential Property Operation
RS21;Other Services
RS211;Repair and Maintenance
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
AA;Agriculture, Forestry and Fishing
II131;Postal and Courier Pick Up and Delivery Services
LL112;Non-Financial Asset Leasing
CC821;Electronic and Electrical Equipment Manufacturing
LL112;Non-Financial Asset Leasing
CC211;Textile and Leather Manufacturing
MN115;Computer System Design and Related Services
JJ;Information Media and Telecommunications
CC321;Pulp, Paper and Converted Paper Product Manufacturing
RS214;Civil, Professional and Other Interest Groups
GH;Retail Trade and Accommodation
EE13;Construction Services
DD;Electricity, Gas, Water and Waste Services
RS;Arts, Recreation and Other Services
OO;Public Order, Safety and Regulatory Services
QQ;Health Care and Social Assistance
CC311;Wood Product Manufacturing
RS212;Personal Care, Funeral and Other Personal Services
LL123;Real Estate Services
KK112;Financial Asset Investing
II133;Warehousing and Storage Services
CC711;Primary Metal and Metal Product Manufacturing
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
AA21;Forestry and Logging
CC53;Polymer Product and Rubber Product Manufacturing
GH211;Accommodation
RS212;Personal Care, Funeral and Other Personal Services
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
QQ113;Residential Care Services and Social Assistance
CC321;Pulp, Paper and Converted Paper Product Manufacturing
GH211;Accommodation
CC32;Pulp, Paper and Converted Paper Product Manufacturing
EE121;Heavy and Civil Engineering Construction
MN111;Scientific, Architectural and Engineering Services
RS112;Sport and Recreation Activities
OO21;Public Order, Safety and Regulatory Services
KK12;Insurance
EE12;Heavy and Civil Engineering Construction
LL11;Rental and Hiring Services (except Real Estate)
PP112;School Education
CC31;Wood Product Manufacturing
CC911;Furniture Manufacturing
CC82;Machinery and Other Equipment Manufacturing
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
MN11;Professional, Scientific and Technical Services
QQ112;Medical and Other Health Care Services
II13;Postal, Courier, Transport Support, and Warehousing Services
CC521;Basic Chemical and Basic Polymer Manufacturing
EE12;Heavy and Civil Engineering Construction
II133;Warehousing and Storage Services
EE121;Heavy and Civil Engineering Construction
II131;Postal and Courier Pick Up and Delivery Services
LL12;Property Operators and Real Estate Services
MN211;Travel Agency and Tour Arrangement Services
GH211;Accommodation
ZZ11;Food Product Manufacturing
CC521;Basic Chemical and Basic Polymer Manufacturing
CC822;Machinery Manufacturing
JJ11;Information Media Services
CC521;Basic Chemical and Basic Polymer Manufacturing
OO21;Public Order, Safety and Regulatory Services
QQ113;Residential Care Services and Social Assistance
GH133;Department Stores
LL112;Non-Financial Asset Leasing
JJ11;Information Media Services
CC611;Non-Metallic Mineral Product Manufacturing
CC911;Furniture Manufacturing
LL123;Real Estate Services
99999;All industries
EE112;Residential Building Construction
OO;Public Order, Safety and Regulatory Services
MN211;Travel Agency and Tour Arrangement Services
LL111;Rental and Hiring Services (except Real Estate)
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
CC911;Furniture Manufacturing
MN21;Administrative and Support Services
KK131;Auxiliary Finance and Insurance Services
CC21;Textile, Leather, Clothing and Footwear Manufacturing
AA12;Sheep, Beef Cattle and Grain Farming
CC211;Textile and Leather Manufacturing
CC72;Fabricated Metal Product Manufacturing
KK11;Finance
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
KK12;Insurance
CC71;Primary Metal and Metal Product Manufacturing
CC821;Electronic and Electrical Equipment Manufacturing
FF116;Commission Based Wholesaling
CC;Manufacturing
QQ;Health Care and Social Assistance
EE121;Heavy and Civil Engineering Construction
EE113;Non-Residential Building Construction
DD12;Water, Sewerage, Drainage and Waste Services
KK12;Insurance
CC81;Transport Equipment Manufacturing
GH131;Furniture, Electrical and Hardware Retailing
GH;Retail Trade and Accommodation
PP;Education and Training
CC82;Machinery and Other Equipment Manufacturing
ZZ11;Food Product Manufacturing
LL12;Property Operators and Real Estate Services
KK;Financial and Insurance Services
CC71;Primary Metal and Metal Product Manufacturing
OO213;Public Order, Safety and Regulatory Services
PP111;Preschool Education
99999;All industries
CC81;Transport Equipment Manufacturing
RS212;Personal Care, Funeral and Other Personal Services
KK;Financial and Insurance Services
CC822;Machinery Manufacturing
CC72;Fabricated Metal Product Manufacturing
FF;Wholesale Trade
MN212;Employment and Other Administrative Services
EE113;Non-Residential Building Construction
CC31;Wood Product Manufacturing
II13;Postal, Courier, Transport Support, and Warehousing Services
EE;Construction
FF112;Machinery and Equipment Wholesaling
RS212;Personal Care, Funeral and Other Personal Services
PP114;Adult, Community and Other Education
CC151;Beverage and Tobacco Product Manufacturing
MN212;Employment and Other Administrative Services
AA121;Sheep, Beef Cattle and Grain Farming
DD12;Water, Sewerage, Drainage and Waste Services
AA211;Forestry and Logging
FF111;Basic Material Wholesaling
KK11;Finance
FF116;Commission Based Wholesaling
LL11;Rental and Hiring Services (except Real Estate)
RS212;Personal Care, Funeral and Other Personal Services
CC81;Transport Equipment Manufacturing
JJ12;Telecommunications, Internet and Library Services
MN21;Administrative and Support Services
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
CC72;Fabricated Metal Product Manufacturing
CC212;Clothing, Knitted Products and Footwear Manufacturing
JJ11;Information Media Services
CC212;Clothing, Knitted Products and Footwear Manufacturing
PP;Education and Training
AA14;Poultry, Deer and Other Livestock Farming
GH134;Pharmaceutical and Other Store Based Retailing
CC212;Clothing, Knitted Products and Footwear Manufacturing
RS211;Repair and Maintenance
LL111;Rental and Hiring Services (except Real Estate)
GH131;Furniture, Electrical and Hardware Retailing
CC821;Electronic and Electrical Equipment Manufacturing
RS214;Civil, Professional and Other Interest Groups
CC522;Fertiliser and Pesticide Manufacturing
GH11;Motor Vehicle and Motor Vehicle Parts and Fuel Retailing
CC211;Textile and Leather Manufacturing
CC81;Transport Equipment Manufacturing
CC211;Textile and Leather Manufacturing
MN211;Travel Agency and Tour Arrangement Services
QQ113;Residential Care Services and Social Assistance
GH21;Accommodation and Food Services
CC15;Beverage and Tobacco Product Manufacturing
LL111;Rental and Hiring Services (except Real Estate)
EE13;Construction Services
GH211;Accommodation
MN213;Building Cleaning, Pest Control and Other Support Services
MN11;Professional, Scientific and Technical Services
GH12;Supermarket, Grocery Stores and Specialised Food Retailing
PP111;Preschool Education
FF111;Basic Material Wholesaling
FF116;Commission Based Wholesaling
II132;Transport Support Services
JJ11;Information Media Services
RS111;Heritage and Artistic Activities
GH;Retail Trade and Accommodation
II;Transport, Postal and Warehousing
ZZ11;Food Product Manufacturing
JJ;Information Media and Telecommunications
CC81;Transport Equipment Manufacturing
II13;Postal, Courier, Transport Support, and Warehousing Services
CC51;Petroleum and Coal Product Manufacturing
PP114;Adult, Community and Other Education
MN213;Building Cleaning, Pest Control and Other Support Services
II;Transport, Postal and Warehousing
GH133;Department Stores
MN112;Legal and Accounting Services
EE11;Building Construction
RS21;Other Services
FF;Wholesale Trade
CC822;Machinery Manufacturing
CC151;Beverage and Tobacco Product Manufacturing
CC151;Beverage and Tobacco Product Manufacturing
MN11;Professional, Scientific and Technical Services
JJ11;Information Media Services
MN211;Travel Agency and Tour Arrangement Services
AA131;Dairy Cattle Farming
II133;Warehousing and Storage Services
EE13;Construction Services
CC721;Fabricated Metal Product Manufacturing
CC71;Primary Metal and Metal Product Manufacturing
EE121;Heavy and Civil Engineering Construction
GH212;Food and Beverage Services
KK131;Auxiliary Finance and Insurance Services
KK11;Finance
RS211;Repair and Maintenance
DD12;Water, Sewerage, Drainage and Waste Services
BB;Mining
BB;Mining
GH134;Pharmaceutical and Other Store Based Retailing
PP112;School Education
PP114;Adult, Community and Other Education
CC61;Non-Metallic Mineral Product Manufacturing
CC611;Non-Metallic Mineral Product Manufacturing
II131;Postal and Courier Pick Up and Delivery Services
EE131;Construction Services
MN211;Travel Agency and Tour Arrangement Services
KK122;Health and General Insurance
KK131;Auxiliary Finance and Insurance Services
II;Transport, Postal and Warehousing
MN114;Veterinary and Other Professional Services
AA12;Sheep, Beef Cattle and Grain Farming
GH133;Department Stores
GH135;Non-Store and Commission Based Retailing
KK111;Banking and Financing
RS21;Other Services
AA21;Forestry and Logging
EE;Construction
KK11;Finance
FF115;Other Goods Wholesaling
AA13;Dairy Cattle Farming
DD;Electricity, Gas, Water and Waste Services
CC15;Beverage and Tobacco Product Manufacturing
CC511;Petroleum and Coal Product Manufacturing
CC32;Pulp, Paper and Converted Paper Product Manufacturing
II133;Warehousing and Storage Services
MN21;Administrative and Support Services
MN213;Building Cleaning, Pest Control and Other Support Services
DD;Electricity, Gas, Water and Waste Services
MN111;Scientific, Architectural and Engineering Services
JJ;Information Media and Telecommunications
DD11;Electricity and Gas Supply
EE13;Construction Services
AA11;Horticulture and Fruit Growing
99999;All industries
GH211;Accommodation
GH;Retail Trade and Accommodation
CC523;Pharmaceutical, Cleaning and Other Chemical Manufacturing
CC531;Polymer Product and Rubber Product Manufacturing
AA;Agriculture, Forestry and Fishing
LL11;Rental and Hiring Services (except Real Estate)
DD;Electricity, Gas, Water and Waste Services
MN115;Computer System Design and Related Services
RS113;Gambling Activities
CC521;Basic Chemical and Basic Polymer Manufacturing
FF111;Basic Material Wholesaling
KK122;Health and General Insurance
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
CC31;Wood Product Manufacturing
EE11;Building Construction
CC711;Primary Metal and Metal Product Manufacturing
AA32;Agriculture, Forestry and Fishing Support Services and Hunting
KK;Financial and Insurance Services
AA111;Horticulture and Fruit Growing
FF116;Commission Based Wholesaling
AA141;Poultry, Deer and Other Livestock Farming
QQ111;Hospitals
FF116;Commission Based Wholesaling
CC711;Primary Metal and Metal Product Manufacturing
PP;Education and Training
MN11;Professional, Scientific and Technical Services
GH133;Department Stores
RS214;Civil, Professional and Other Interest Groups
QQ112;Medical and Other Health Care Services
DD;Electricity, Gas, Water and Waste Services
CC52;Basic Chemical and Chemical Product Manufacturing
EE12;Heavy and Civil Engineering Construction
MN211;Travel Agency and Tour Arrangement Services
II131;Postal and Courier Pick Up and Delivery Services
PP;Education and Training
QQ;Health Care and Social Assistance
MN21;Administrative and Support Services
QQ112;Medical and Other Health Care Services
II;Transport, Postal and Warehousing
QQ111;Hospitals
KK121;Life Insurance
CC91;Furniture and Other Manufacturing
CC91;Furniture and Other Manufacturing
II133;Warehousing and Storage Services
AA31;Fishing and Aquaculture
OO;Public Order, Safety and Regulatory Services
KK131;Auxiliary Finance and Insurance Services
CC71;Primary Metal and Metal Product Manufacturing
CC822;Machinery Manufacturing
PP111;Preschool Education
LL;Rental, Hiring and Real Estate Services
LL123;Real Estate Services
JJ12;Telecommunications, Internet and Library Services
GH133;Department Stores
KK121;Life Insurance
MN115;Computer System Design and Related Services
GH131;Furniture, Electrical and Hardware Retailing
CC611;Non-Metallic Mineral Product Manufacturing
PP113;Tertiary Education
CC411;Printing
AA141;Poultry, Deer and Other Livestock Farming
LL;Rental, Hiring and Real Estate Services
KK131;Auxiliary Finance and Insurance Services
FF112;Machinery and Equipment Wholesaling
GH212;Food and Beverage Services
FF116;Commission Based Wholesaling
AA131;Dairy Cattle Farming
MN113;Advertising, Market Research and Management Services
FF113;Motor Vehicle and Motor Vehicle Parts Wholesaling
CC31;Wood Product Manufacturing
GH21;Accommodation and Food Services
LL12;Property Operators and Real Estate Services
GH135;Non-Store and Commission Based Retailing
EE;Construction
CC53;Polymer Product and Rubber Product Manufacturing
CC721;Fabricated Metal Product Manufacturing
CC912;Other Manufacturing
RS212;Personal Care, Funeral and Other Personal Services
AA121;Sheep, Beef Cattle and Grain Farming
CC81;Transport Equipment Manufacturing
II11;Road Transport
LL12;Property Operators and Real Estate Services
CC53;Polymer Product and Rubber Product Manufacturing
QQ113;Residential Care Services and Social Assistance
LL111;Rental and Hiring Services (except Real Estate)
LL123;Real Estate Services
MN114;Veterinary and Other Professional Services
II12;Rail, Water, Air and Other Transport
PP;Education and Training
AA;Agriculture, Forestry and Fishing
EE;Construction
KK131;Auxiliary Finance and Insurance Services
OO213;Public Order, Safety and Regulatory Services
DD;Electricity, Gas, Water and Waste Services
LL122;Non-Residential Property Operation
CC52;Basic Chemical and Chemical Product Manufacturing
CC41;Printing
GH212;Food and Beverage Services
MN21;Administrative and Support Services
RS11;Arts and Recreation Services
RS211;Repair and Maintenance
CC911;Furniture Manufacturing
AA12;Sheep, Beef Cattle and Grain Farming
GH133;Department Stores
AA21;Forestry and Logging
CC522;Fertiliser and Pesticide Manufacturing
GH135;Non-Store and Commission Based Retailing
GH133;Department Stores
CC15;Beverage and Tobacco Product Manufacturing
MN;Professional, Scientific, Technical, Administrative and Support Services
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
CC151;Beverage and Tobacco Product Manufacturing
AA12;Sheep, Beef Cattle and Grain Farming
CC61;Non-Metallic Mineral Product Manufacturing
CC511;Petroleum and Coal Product Manufacturing
MN114;Veterinary and Other Professional Services
CC531;Polymer Product and Rubber Product Manufacturing
GH134;Pharmaceutical and Other Store Based Retailing
CC91;Furniture and Other Manufacturing
CC52;Basic Chemical and Chemical Product Manufacturing
EE113;Non-Residential Building Construction
GH21;Accommodation and Food Services
II;Transport, Postal and Warehousing
GH21;Accommodation and Food Services
CC822;Machinery Manufacturing
MN111;Scientific, Architectural and Engineering Services
PP;Education and Training
CC91;Furniture and Other Manufacturing
QQ111;Hospitals
LL111;Rental and Hiring Services (except Real Estate)
RS11;Arts and Recreation Services
II132;Transport Support Services
EE121;Heavy and Civil Engineering Construction
GH132;Recreational, Clothing, Footwear and Personal Accessory Retailing
AA111;Horticulture and Fruit Growing
CC51;Petroleum and Coal Product Manufacturing
PP112;School Education
CC82;Machinery and Other Equipment Manufacturing
RS;Arts, Recreation and Other Services
CC531;Polymer Product and Rubber Product Manufacturing
MN211;Travel Agency and Tour Arrangement Services
CC912;Other Manufacturing
PP111;Preschool Education
CC41;Printing
OO21;Public Order, Safety and Regulatory Services
FF;Wholesale Trade
RS211;Repair and Maintenance
KK121;Life Insurance
RS113;Gambling Activities
LL123;Real Estate Services
EE113;Non-Residential Building Construction
CC32;Pulp, Paper and Converted Paper Product Manufacturing
GH133;Department Stores
MN115;Computer System Design and Related Services
GH131;Furniture, Electrical and Hardware Retailing
AA211;Forestry and Logging
